OBJECTID,FID_BANJIR,ID,GRIDCODE,kelurahan,kecamatan,kota_administrasi,kode_kelurahan,kode_kecamatan,kode_kota,risk_class,shape_area,shape_len,city,baseline_score
851,577,578,2,JOGLO,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1005,31.73.08,31.73,SEDANG,873322.545220104,7117.220708287251,JAKARTA BARAT,0.6
852,578,579,2,JOGLO,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1005,31.73.08,31.73,SEDANG,104642.667772834,1447.13500465338,JAKARTA BARAT,0.6
853,578,579,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,8737.343860686871,657.620980828316,JAKARTA SELATAN,0.6
854,579,580,3,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,BERAT,9999.99999960358,399.9999999920721,JAKARTA SELATAN,0.9
855,580,581,2,JOGLO,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1005,31.73.08,31.73,SEDANG,721.164502708115,150.73166508731802,JAKARTA BARAT,0.6
856,580,581,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,9278.83549823654,390.660657519855,JAKARTA SELATAN,0.6
857,581,582,2,JOGLO,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1005,31.73.08,31.73,SEDANG,3755.34845660918,300.031853046916,JAKARTA BARAT,0.6
858,581,582,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,10196.6779105832,472.427244586475,JAKARTA SELATAN,0.6
859,582,583,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,6403.80859391326,374.98004147791,JAKARTA SELATAN,0.6
860,583,584,2,SRENGSENG,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1004,31.73.08,31.73,SEDANG,5793.1164463387695,397.593153626959,JAKARTA BARAT,0.6
861,583,584,2,ULUJAMI,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1005,31.74.10,31.74,SEDANG,14848.4990132335,518.76307268931,JAKARTA SELATAN,0.6
862,584,585,2,SUKABUMI SELATAN,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1003,31.73.05,31.73,SEDANG,150783.505884174,1545.59865110286,JAKARTA BARAT,0.6
863,585,586,2,MENTENG DALAM,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1003,31.74.01,31.74,SEDANG,6403.80859434266,374.980041487054,JAKARTA SELATAN,0.6
864,586,587,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,6403.80859348386,374.9800414687661,JAKARTA SELATAN,0.6
865,587,588,2,KARET KUNINGAN,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1003,31.74.02,31.74,SEDANG,6403.80859348386,374.9800414687661,JAKARTA SELATAN,0.6
866,588,589,2,KARET KUNINGAN,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1003,31.74.02,31.74,SEDANG,4997.355015896241,441.45154108233,JAKARTA SELATAN,0.6
867,588,589,2,MENTENG ATAS,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1005,31.74.02,31.74,SEDANG,8657.01290802977,518.31483990375,JAKARTA SELATAN,0.6
868,589,590,2,TEBET BARAT,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1002,31.74.01,31.74,SEDANG,5971.06290753001,354.61563169547804,JAKARTA SELATAN,0.6
869,589,590,2,MANGGARAI SELATAN,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1006,31.74.01,31.74,SEDANG,432.74568576869,121.290898770683,JAKARTA SELATAN,0.6
870,590,591,3,TEBET TIMUR,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1001,31.74.01,31.74,BERAT,486.13307294242,109.550930575658,JAKARTA SELATAN,0.9
871,590,591,3,BUKIT DURI,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1005,31.74.01,31.74,BERAT,6360.67676076862,346.970857366966,JAKARTA SELATAN,0.9
872,591,592,3,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,BERAT,15485.4639609545,560.035849672394,JAKARTA TIMUR,0.9
873,592,593,3,DUREN SAWIT,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1001,31.75.07,31.75,BERAT,13034.0005292097,536.397286736817,JAKARTA TIMUR,0.9
874,592,593,3,PONDOK BAMBU,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1002,31.75.07,31.75,BERAT,6064.53324152563,445.55358643479,JAKARTA TIMUR,0.9
875,592,593,3,KLENDER,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1003,31.75.07,31.75,BERAT,901.466227801289,118.304857857881,JAKARTA TIMUR,0.9
876,593,594,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,9999.99999960358,399.9999999920721,JAKARTA SELATAN,0.6
877,594,595,2,GROGOL UTARA,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1004,31.74.05,31.74,SEDANG,6403.80859391326,374.98004147791,JAKARTA SELATAN,0.6
878,595,596,3,SUKABUMI UTARA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1002,31.73.05,31.73,BERAT,115.21216720738,58.457832518172005,JAKARTA BARAT,0.9
879,595,596,3,GROGOL UTARA,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1004,31.74.05,31.74,BERAT,672314.433953257,4937.85708465353,JAKARTA SELATAN,0.9
880,596,597,2,KARET SEMANGGI,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1002,31.74.02,31.74,SEDANG,9766.03835419992,429.047450506226,JAKARTA SELATAN,0.6
881,596,597,2,KARET KUNINGAN,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1003,31.74.02,31.74,SEDANG,16410.442030558697,557.778482431862,JAKARTA SELATAN,0.6
882,596,597,2,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,SEDANG,4731.417565900821,321.20738583443404,JAKARTA SELATAN,0.6
883,597,598,2,KARET KUNINGAN,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1003,31.74.02,31.74,SEDANG,95566.9129887966,1370.92889646935,JAKARTA SELATAN,0.6
884,597,598,2,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,SEDANG,21034.6495092068,742.0894943399841,JAKARTA SELATAN,0.6
885,598,599,2,TEBET BARAT,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1002,31.74.01,31.74,SEDANG,6403.80859391326,374.98004147791,JAKARTA SELATAN,0.6
886,599,600,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,20000.0000012188,600.000000008224,JAKARTA SELATAN,0.6
887,600,601,2,KARET SEMANGGI,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1002,31.74.02,31.74,SEDANG,19999.9999985366,599.999999981402,JAKARTA SELATAN,0.6
888,601,602,2,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,SEDANG,11621.7041025259,575.502271255416,JAKARTA SELATAN,0.6
889,602,603,2,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,SEDANG,16776.3883140941,605.9269461439491,JAKARTA TIMUR,0.6
890,602,603,2,CIPINANG BESAR UTARA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1008,31.75.03,31.75,SEDANG,3223.6116844425,250.615065088382,JAKARTA TIMUR,0.6
891,603,604,2,ULUJAMI,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1005,31.74.10,31.74,SEDANG,120944.673024782,1583.91305738068,JAKARTA SELATAN,0.6
892,604,605,3,GROGOL SELATAN,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1005,31.74.05,31.74,BERAT,6846.86206299637,377.293209890132,JAKARTA SELATAN,0.9
893,605,606,3,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,BERAT,66601.5625013306,1133.0012250106602,JAKARTA SELATAN,0.9
894,606,607,2,TEBET TIMUR,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1001,31.74.01,31.74,SEDANG,114494.581788105,1839.49096937183,JAKARTA SELATAN,0.6
895,606,607,2,BUKIT DURI,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1005,31.74.01,31.74,SEDANG,28351.105183299,1184.1406706679002,JAKARTA SELATAN,0.6
896,607,608,2,KEBON BARU,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1004,31.74.01,31.74,SEDANG,52934.2428123856,985.6147472899072,JAKARTA SELATAN,0.6
897,607,608,2,BUKIT DURI,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1005,31.74.01,31.74,SEDANG,685.050720134272,140.97650207983702,JAKARTA SELATAN,0.6
898,608,609,3,DUREN SAWIT,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1001,31.75.07,31.75,BERAT,25377.603222767106,756.997623139657,JAKARTA TIMUR,0.9
899,608,609,3,PONDOK BAMBU,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1002,31.75.07,31.75,BERAT,55545.2483402473,1350.5401562715,JAKARTA TIMUR,0.9
900,609,610,2,DUREN SAWIT,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1001,31.75.07,31.75,SEDANG,5614.45511021699,390.333895145675,JAKARTA TIMUR,0.6
901,609,610,2,PONDOK BAMBU,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1002,31.75.07,31.75,SEDANG,4385.544890057121,269.3527809546,JAKARTA TIMUR,0.6
902,610,611,2,DUREN SAWIT,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1001,31.75.07,31.75,SEDANG,80397.9492181872,1261.29417302846,JAKARTA TIMUR,0.6
903,611,612,2,DUREN SAWIT,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1001,31.75.07,31.75,SEDANG,10000.0000016152,400.000000032304,JAKARTA TIMUR,0.6
904,612,613,2,DUREN SAWIT,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1001,31.75.07,31.75,SEDANG,10000.0000002741,400.000000005482,JAKARTA TIMUR,0.6
905,613,614,2,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,SEDANG,29191.9751244936,874.3150976369011,JAKARTA TIMUR,0.6
906,613,614,2,PENGGILINGAN,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1003,31.75.06,31.75,SEDANG,616838.526132998,3782.3221597630904,JAKARTA TIMUR,0.6
907,613,614,2,DUREN SAWIT,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1001,31.75.07,31.75,SEDANG,308296.328175382,3389.8607314621504,JAKARTA TIMUR,0.6
908,613,614,2,KLENDER,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1003,31.75.07,31.75,SEDANG,139052.315549458,1526.77530459333,JAKARTA TIMUR,0.6
909,613,614,2,MALAKA SARI,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1005,31.75.07,31.75,SEDANG,853231.142624754,4415.0101190860305,JAKARTA TIMUR,0.6
910,613,614,2,MALAKA JAYA,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1006,31.75.07,31.75,SEDANG,206030.15515499,2616.2824701601103,JAKARTA TIMUR,0.6
911,613,614,2,PONDOK KOPI,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1007,31.75.07,31.75,SEDANG,1651.0985125369002,201.82213859382,JAKARTA TIMUR,0.6
912,614,615,2,BIDARA CINA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1002,31.75.03,31.75,SEDANG,45590.8694730636,900.649552920763,JAKARTA TIMUR,0.6
913,614,615,2,BALI MESTER,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1003,31.75.03,31.75,SEDANG,33603.390636765296,813.983204239609,JAKARTA TIMUR,0.6
914,614,615,2,RAWA BUNGA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1004,31.75.03,31.75,SEDANG,6382.598804249681,341.53419669040204,JAKARTA TIMUR,0.6
915,614,615,2,CIPINANG CEMPEDAK,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1005,31.75.03,31.75,SEDANG,19308.769267970503,776.951947700745,JAKARTA TIMUR,0.6
916,615,616,3,CIPINANG CEMPEDAK,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1005,31.75.03,31.75,BERAT,9999.99999893304,399.99999997866104,JAKARTA TIMUR,0.9
917,616,617,2,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,SEDANG,35438.2324231309,823.549034265196,JAKARTA TIMUR,0.6
918,617,618,3,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,BERAT,30000.0000014929,723.606797763603,JAKARTA TIMUR,0.9
919,618,619,3,GUNUNG SAHARI SELATAN,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1005,31.71.03,31.71,BERAT,1351011.83824192,8639.41234737136,JAKARTA PUSAT,0.9
920,618,619,3,CEMPAKA BARU,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1006,31.71.03,31.71,BERAT,534957.816025626,3225.0718049895304,JAKARTA PUSAT,0.9
921,618,619,3,SUMUR BATU,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1007,31.71.03,31.71,BERAT,496337.443593808,6073.911191512961,JAKARTA PUSAT,0.9
922,618,619,3,CIDENG,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1002,31.71.01,31.71,BERAT,143.620741048908,56.9949761749418,JAKARTA PUSAT,0.9
923,618,619,3,PETOJO UTARA,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1003,31.71.01,31.71,BERAT,125069.352016365,1795.5271344125,JAKARTA PUSAT,0.9
924,618,619,3,KEBON KELAPA,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1005,31.71.01,31.71,BERAT,142584.98372659402,2180.5532086467,JAKARTA PUSAT,0.9
925,618,619,3,DURI PULO,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1006,31.71.01,31.71,BERAT,93529.5330657046,1396.12370419895,JAKARTA PUSAT,0.9
926,618,619,3,PASAR BARU,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1001,31.71.02,31.71,BERAT,278053.03371523204,2968.98471474944,JAKARTA PUSAT,0.9
927,618,619,3,KARANG ANYAR,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1002,31.71.02,31.71,BERAT,350.224933080389,93.5102676775971,JAKARTA PUSAT,0.9
928,618,619,3,GUNUNG SAHARI UTARA,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1004,31.71.02,31.71,BERAT,1721014.51357997,10193.4164431901,JAKARTA PUSAT,0.9
929,618,619,3,MANGGA DUA SELATAN,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1005,31.71.02,31.71,BERAT,635787.2254623029,5739.58345585187,JAKARTA PUSAT,0.9
930,618,619,3,KEMAYORAN,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1001,31.71.03,31.71,BERAT,308972.423814188,4413.42305051458,JAKARTA PUSAT,0.9
931,618,619,3,KEBON KOSONG,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1002,31.71.03,31.71,BERAT,879918.7098394141,6690.327278392399,JAKARTA PUSAT,0.9
932,618,619,3,HARAPAN MULIA,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1003,31.71.03,31.71,BERAT,203874.598613063,2842.0359853611903,JAKARTA PUSAT,0.9
933,618,619,3,SERDANG,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1004,31.71.03,31.71,BERAT,716335.641823964,3803.8313206952303,JAKARTA PUSAT,0.9
934,618,619,3,GALUR,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1003,31.71.08,31.71,BERAT,18995.695541717,740.278097693276,JAKARTA PUSAT,0.9
935,618,619,3,TANAH TINGGI,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1004,31.71.08,31.71,BERAT,618994.337857711,3956.73183333277,JAKARTA PUSAT,0.9
936,618,619,3,PENJARINGAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1001,31.72.01,31.72,BERAT,1713400.55229038,14815.8953436639,JAKARTA UTARA,0.9
937,618,619,3,PEJAGALAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1004,31.72.01,31.72,BERAT,118588.077037943,1801.63472749588,JAKARTA UTARA,0.9
938,618,619,3,PLUIT,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1005,31.72.01,31.72,BERAT,579335.150741003,7545.28019367121,JAKARTA UTARA,0.9
939,618,619,3,TANJUNG PRIOK,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1001,31.72.02,31.72,BERAT,540130.1507858561,6538.1295313154,JAKARTA UTARA,0.9
940,618,619,3,UTAN PANJANG,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1008,31.71.03,31.71,BERAT,260100.85194237705,2587.97012934764,JAKARTA PUSAT,0.9
941,618,619,3,SENEN,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1001,31.71.04,31.71,BERAT,134640.856126392,2156.22649206286,JAKARTA PUSAT,0.9
942,618,619,3,KENARI,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1002,31.71.04,31.71,BERAT,1492.4498368250602,183.686946467128,JAKARTA PUSAT,0.9
943,618,619,3,PASEBAN,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1003,31.71.04,31.71,BERAT,40085.1498830534,916.646623608269,JAKARTA PUSAT,0.9
944,618,619,3,KRAMAT,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1004,31.71.04,31.71,BERAT,365664.175454609,3938.13181308889,JAKARTA PUSAT,0.9
945,618,619,3,BUNGUR,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1006,31.71.04,31.71,BERAT,638367.4230032411,3183.13030631781,JAKARTA PUSAT,0.9
946,618,619,3,CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1001,31.71.05,31.71,BERAT,681826.659347655,7010.453104536361,JAKARTA PUSAT,0.9
947,618,619,3,CEMPAKA PUTIH BARAT,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1002,31.71.05,31.71,BERAT,159007.08391007103,2574.4066825891505,JAKARTA PUSAT,0.9
948,618,619,3,RAWASARI,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1003,31.71.05,31.71,BERAT,310971.53959040705,2317.31918652067,JAKARTA PUSAT,0.9
949,618,619,3,JOHAR BARU,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1001,31.71.08,31.71,BERAT,238573.39926032905,2371.51517779435,JAKARTA PUSAT,0.9
950,618,619,3,SEMPER TIMUR,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1005,31.72.04,31.72,BERAT,2608873.54204706,11985.9762695379,JAKARTA UTARA,0.9
951,618,619,3,ROROTAN,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1006,31.72.04,31.72,BERAT,6327431.47922293,35046.160619877606,JAKARTA UTARA,0.9
952,618,619,3,SEMPER BARAT,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1007,31.72.04,31.72,BERAT,1605624.18020533,11389.4067133802,JAKARTA UTARA,0.9
953,618,619,3,PADEMANGAN TIMUR,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1001,31.72.05,31.72,BERAT,2073281.1931004,16542.2747501681,JAKARTA UTARA,0.9
954,618,619,3,PADEMANGAN BARAT,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1002,31.72.05,31.72,BERAT,837091.525431266,9943.84393190056,JAKARTA UTARA,0.9
955,618,619,3,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,BERAT,2760162.84823349,23435.1271751125,JAKARTA UTARA,0.9
956,618,619,3,KELAPA GADING TIMUR,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1001,31.72.06,31.72,BERAT,1311493.52146121,8131.76717453087,JAKARTA UTARA,0.9
957,618,619,3,PEGANGSAAN DUA,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1002,31.72.06,31.72,BERAT,4622253.26505471,19270.4390407401,JAKARTA UTARA,0.9
958,618,619,3,KELAPA GADING BARAT,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1003,31.72.06,31.72,BERAT,2339011.70886188,18707.5539288595,JAKARTA UTARA,0.9
959,618,619,3,SUNTER JAYA,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1002,31.72.02,31.72,BERAT,3045077.72200768,21181.6460581544,JAKARTA UTARA,0.9
960,618,619,3,PAPANGGO,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1003,31.72.02,31.72,BERAT,1990078.28285977,12805.9621843551,JAKARTA UTARA,0.9
961,618,619,3,SUNGAI BAMBU,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1004,31.72.02,31.72,BERAT,1363389.14655982,9787.31244026107,JAKARTA UTARA,0.9
962,618,619,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,271500.623409771,3393.36983897225,JAKARTA UTARA,0.9
963,618,619,3,SUNTER AGUNG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1006,31.72.02,31.72,BERAT,1401405.94061105,19283.4529672731,JAKARTA UTARA,0.9
964,618,619,3,WARAKAS,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1007,31.72.02,31.72,BERAT,425393.477679124,3711.8210973725704,JAKARTA UTARA,0.9
965,618,619,3,KOJA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1001,31.72.03,31.72,BERAT,969483.947104359,6975.6308386712,JAKARTA UTARA,0.9
966,618,619,3,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,BERAT,506650.84145456104,6670.118456070731,JAKARTA UTARA,0.9
967,618,619,3,LAGOA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1003,31.72.03,31.72,BERAT,432373.501008348,3645.42953387716,JAKARTA UTARA,0.9
968,618,619,3,RAWA BADAK UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1004,31.72.03,31.72,BERAT,635906.787674365,7625.816835907571,JAKARTA UTARA,0.9
969,618,619,3,TUGU SELATAN,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1005,31.72.03,31.72,BERAT,1342204.16491149,7299.81475792155,JAKARTA UTARA,0.9
970,618,619,3,RAWA BADAK SELATAN,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1006,31.72.03,31.72,BERAT,1270643.17699293,7078.74482062744,JAKARTA UTARA,0.9
971,618,619,3,CILINCING,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1001,31.72.04,31.72,BERAT,2332828.63319784,16895.8556231296,JAKARTA UTARA,0.9
972,618,619,3,SUKAPURA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1002,31.72.04,31.72,BERAT,3366044.17620372,18822.9319945286,JAKARTA UTARA,0.9
973,618,619,3,MARUNDA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1003,31.72.04,31.72,BERAT,6119713.03436822,29000.8424682053,JAKARTA UTARA,0.9
974,618,619,3,TAMAN SARI,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1001,31.73.03,31.73,BERAT,428824.466760009,3052.73016801965,JAKARTA BARAT,0.9
975,618,619,3,KRUKUT,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1002,31.73.03,31.73,BERAT,502768.370654198,3052.9680092084204,JAKARTA BARAT,0.9
976,618,619,3,MAPHAR,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1003,31.73.03,31.73,BERAT,494279.16132857103,4343.833899175331,JAKARTA BARAT,0.9
977,618,619,3,TANGKI,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1004,31.73.03,31.73,BERAT,222396.94354872,3211.75350197149,JAKARTA BARAT,0.9
978,618,619,3,MANGGA BESAR,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1005,31.73.03,31.73,BERAT,199925.372391807,2656.0667737418,JAKARTA BARAT,0.9
979,618,619,3,KEAGUNGAN,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1006,31.73.03,31.73,BERAT,289826.767336942,2446.75126830654,JAKARTA BARAT,0.9
980,618,619,3,GLODOK,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1007,31.73.03,31.73,BERAT,107107.970394805,2392.08190344506,JAKARTA BARAT,0.9
981,618,619,3,PINANGSIA,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1008,31.73.03,31.73,BERAT,508503.811752327,5443.570349581861,JAKARTA BARAT,0.9
982,618,619,3,TAMBORA,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1001,31.73.04,31.73,BERAT,290756.095147498,2307.7126130319803,JAKARTA BARAT,0.9
983,618,619,3,DURI UTARA,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1003,31.73.04,31.73,BERAT,37353.5080178115,827.135320269888,JAKARTA BARAT,0.9
984,618,619,3,TANAH SEREAL,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1004,31.73.04,31.73,BERAT,533337.1914034261,4389.9209951190405,JAKARTA BARAT,0.9
985,618,619,3,KRENDANG,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1005,31.73.04,31.73,BERAT,149711.275553235,1585.95559362556,JAKARTA BARAT,0.9
986,618,619,3,ANGKE,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1007,31.73.04,31.73,BERAT,38674.871696049006,829.888027856628,JAKARTA BARAT,0.9
